timestamp,market_title,search_query,response_length,response_preview
2025-12-13T14:48:14.724715,Michigan State Spartans vs. Penn State Nittany Lions,Michigan State Spartans vs. Penn State Nittany Lions,3539,"As of December 13, 2025, the Michigan State Spartans and the Penn State Nittany Lions are set to face each other in a men's basketball game today at 5:00 PM at the Bryce Jordan Center in University Pa"
2025-12-13T14:48:19.412950,Metamask FDV above $3B one day after launch?,Metamask FDV above $3B one day after launch?,1106,"As of December 13, 2025, there is no evidence to suggest that MetaMask has launched its own token, making the prediction market ""Metamask FDV above $3B one day after launch?"" on Polymarket speculative"
2025-12-13T14:48:27.271725,RCD Mallorca vs. Elche CF: O/U 2.5,RCD Mallorca vs. Elche CF: O/U 2.5,3463,"The upcoming LaLiga match between RCD Mallorca and Elche CF is scheduled for December 13, 2025, at the Estadi Mallorca Son Moix in Palma de Mallorca. ([cadenaser.com](https://cadenaser.com/nacional/20"
2025-12-13T14:53:49.519377,Rainbow FDV above $500M one day after launch?,Rainbow FDV above $500M one day after launch?,1212,"As of December 13, 2025, there is no publicly available information regarding the launch of a token by Rainbow, nor any associated prediction markets concerning its Fully Diluted Valuation (FDV) excee"
2025-12-13T14:53:56.397022,Spread: FC St. Pauli 1910 (-1.5),Spread: FC St. Pauli 1910 (-1.5),3432,"FC St. Pauli 1910 has been grappling with a series of challenges that have significantly impacted their performance in the Bundesliga. As of December 13, 2025, they are positioned 17th in the league s"
2025-12-13T14:54:03.225326,Based FDV above $300M one day after launch?,Based FDV above $300M one day after launch?,2152,"Prediction markets are platforms where participants wager on the outcomes of future events, with the potential for significant returns based on accurate predictions. A notable example is Polymarket, w"
2025-12-13T14:59:25.527920,Fight to Go the Distance?,Fight to Go the Distance?,3878,"The ""Fight to Go the Distance"" prediction market has recently gained prominence, particularly in the realm of mixed martial arts (MMA) and boxing. Here's a concise summary of the latest developments:
"
2025-12-13T14:59:30.820166,Will FC Groningen win on 2025-12-13?,Will FC Groningen win on 2025-12-13?,1239,"As of December 13, 2025, FC Groningen does not have a scheduled match for today. Their most recent game was on November 9, 2025, where they faced NEC Nijmegen and suffered a 2-0 defeat. ([espn.com](ht"
2025-12-13T14:59:37.973994,Spurs vs. Thunder: O/U 231.5,Spurs vs. Thunder: O/U 231.5,2865,"
## NBA Schedule
- Spurs @ Thunder on Saturday, Dec 13, 2025 at 06:00 PM PST


The San Antonio Spurs are set to face the Oklahoma City Thunder in the NBA Cup semifinals on Saturday, December 13, 2025,"
2025-12-13T15:04:57.714308,Will FC Groningen win on 2025-12-13?,Will FC Groningen win on 2025-12-13?,836,"As of December 13, 2025, FC Groningen does not have a scheduled match for today. Their most recent game was on November 9, 2025, where they lost 2-0 to NEC Nijmegen. ([espn.com](https://www.espn.com/f"
2025-12-13T15:05:05.167836,Spurs vs. Thunder: O/U 231.5,Spurs vs. Thunder: O/U 231.5,2553,"
## NBA Schedule
- Spurs @ Thunder on Saturday, Dec 13, 2025 at 06:00 PM PST


The San Antonio Spurs are set to face the Oklahoma City Thunder in the NBA Cup semifinals on Saturday, December 13, 2025,"
2025-12-13T15:05:12.453526,Spread: Florida State Seminoles (-11.5),Spread: Florida State Seminoles (-11.5),3117,"As of December 13, 2025, the Florida State Seminoles football team has concluded their season with a 5-7 record, failing to achieve bowl eligibility. Their final game was a 40-21 loss to the Florida G"
2025-12-13T15:10:32.134260,Dota 2: BetBoom Team vs Tundra Esports - Game 2 Winner,Dota 2: BetBoom Team vs Tundra Esports - Game 2 Winner,1077,"As of December 13, 2025, there is no recent news or official announcements regarding a scheduled Dota 2 match between BetBoom Team and Tundra Esports. The most recent encounter between these teams occ"
2025-12-13T15:10:37.443148,Will Zohran Mamdani be on the Time 2025 person of the year shortlist?,Will Zohran Mamdani be on the Time 2025 person of the year shortlist?,1959,"As of December 13, 2025, Zohran Mamdani, the mayor-elect of New York City, is among the individuals considered for Time magazine's 2025 Person of the Year shortlist. Recent developments provide contex"
2025-12-13T15:10:43.915921,Dota 2: MOUZ vs GamerLegion - Game 2 Winner,Dota 2: MOUZ vs GamerLegion - Game 2 Winner,1785,"As of December 13, 2025, MOUZ and GamerLegion are set to face off in a Dota 2 match during the ESL Dota2 2025 DreamLeague Season 27 Main Event. The match is scheduled for 14:30 CET and will be a best-"
2025-12-13T15:16:46.024201,Will Liverpool FC win on 2025-12-20?,Will Liverpool FC win on 2025-12-20?,2754,"
## EPL Schedule
- Liverpool FC @ Tottenham Hotspur on Saturday, Dec 20, 2025 at 09:30 AM PST


Liverpool FC is set to face Tottenham Hotspur on December 20, 2025, at the Tottenham Hotspur Stadium. Th"
2025-12-13T15:16:53.351714,Will Hull City AFC win on 2025-12-13?,Will Hull City AFC win on 2025-12-13?,2140,"Hull City AFC is set to face Millwall FC on December 13, 2025, at The Den in London. The match is scheduled to kick off at 3:00 PM GMT.

**Recent Form:**

- **Hull City AFC:**
  - On December 10, 2025"
2025-12-13T15:16:59.757600,Spread: Washington (-9.5),Spread: Washington (-9.5),2630,"The Washington Commanders are currently facing significant challenges that may impact their performance against the New York Giants.

**Recent Performance:**
In their most recent game on December 7, 2"
2025-12-13T15:22:20.780913,Arne Slot out as Liverpool Manager in 2025?,Arne Slot out as Liverpool Manager in 2025?,2239,"As of December 13, 2025, there is no official announcement regarding Arne Slot's departure as Liverpool's manager. Slot, who took over in June 2024, led the team to a Premier League title in his first"
2025-12-13T15:22:28.553935,FC St. Pauli 1910 vs. 1. FC Heidenheim 1846: O/U 3.5,FC St. Pauli 1910 vs. 1. FC Heidenheim 1846: O/U 3.5,2606,"FC St. Pauli and 1. FC Heidenheim 1846 are set to face off today, December 13, 2025, at the Millerntor-Stadion in Hamburg. Both teams are struggling in the Bundesliga, with St. Pauli sitting 17th and "
2025-12-13T15:22:34.306577,Will Venezia FC win on 2025-12-13?,Will Venezia FC win on 2025-12-13?,1704,"Venezia FC is set to face AC Monza in a Serie B match on December 13, 2025, at the Pier Luigi Penzo Stadium. ([veneziafc.it](https://www.veneziafc.it/en/news/serie-bkt-25-26-presale-for-venezia-fc-mon"
2025-12-13T15:48:20.146392,FC St. Pauli 1910 vs. 1. FC Heidenheim 1846: O/U 3.5,FC St. Pauli 1910 vs. 1. FC Heidenheim 1846: O/U 3.5,2629,"FC St. Pauli and 1. FC Heidenheim are set to face each other on December 13, 2025, at Millerntor-Stadion in Hamburg. The over/under for this match is set at 3.5 goals.

**Recent Form and Statistics:**"
2025-12-13T15:48:27.367761,Will Venezia FC win on 2025-12-13?,Will Venezia FC win on 2025-12-13?,2897,"Venezia FC is set to face AC Monza in a Serie B match on Saturday, December 13, 2025, at 14:00 CET (8:00 AM EST) at the Stadio Pierluigi Penzo in Venice. ([futbol24.com](https://www.futbol24.com/betti"
2025-12-13T15:48:34.454674,US strikes Nigeria by December 31?,US strikes Nigeria by December 31?,3145,"As of December 13, 2025, there is no evidence to suggest that the United States has conducted military strikes in Nigeria or plans to do so by December 31. Recent developments indicate a focus on dipl"
2025-12-13T15:53:55.169541,Nothing Ever Happens: Airdrops Edition,Nothing Ever Happens: Airdrops Edition,1377,"""Nothing Ever Happens: Airdrops Edition"" is a prediction market on Polymarket that will resolve to ""No"" if any of the following airdrops occur between September 25, 2025, and December 31, 2025, at 11:"
2025-12-13T15:54:00.685260,Telstar 1963 vs. NEC: O/U 1.5,Telstar 1963 vs. NEC: O/U 1.5,1586,"The upcoming Eredivisie match between Telstar and NEC Nijmegen is scheduled for December 13, 2025. The Over/Under (O/U) line for total goals in this match is set at 1.5.

**Recent Team Performances:**"
2025-12-13T15:54:06.810024,O/U 1.5 Rounds,O/U 1.5 Rounds,1899,"The ""Over/Under 1.5 Rounds"" (O/U 1.5 Rounds) betting market is a popular wager in combat sports, particularly in boxing and mixed martial arts (MMA). This bet focuses on the duration of a fight, allow"
2025-12-13T15:59:30.127813,Will Bayer 04 Leverkusen win on 2025-12-13?,Will Bayer 04 Leverkusen win on 2025-12-13?,2008,"Bayer 04 Leverkusen is set to face 1. FC Köln in a Bundesliga match on December 13, 2025, at the BayArena in Leverkusen. Leverkusen currently holds 4th place with 23 points, while Köln is 8th with 16 "
2025-12-13T15:59:35.970253,Will Atalanta BC win on 2025-12-13?,Will Atalanta BC win on 2025-12-13?,5413,"Atalanta BC is set to face Cagliari Calcio at Gewiss Stadium in Bergamo on Saturday, December 13, 2025, at 3:30 AM CET. ([immortalseats.com](https://www.immortalseats.com/tickets/7200813/atalanta-bc-v"
2025-12-13T15:59:42.760972,Will Telstar 1963 win on 2025-12-13?,Will Telstar 1963 win on 2025-12-13?,2158,"SC Telstar 1963 is set to face NEC Nijmegen in an Eredivisie match on December 13, 2025, at the BUKO Stadion in Velsen, Netherlands. ([futbol24.com](https://www.futbol24.com/betting-tips/preview/13-12"
2025-12-13T16:05:01.904646,Will Brandon Royval win by KO or TKO?,Will Brandon Royval win by KO or TKO?,1823,"Brandon ""Raw Dawg"" Royval is set to face Manel Kape in the main event of UFC on ESPN: Royval vs. Kape on December 13, 2025, at the UFC Apex in Enterprise, Nevada. ([en.wikipedia.org](https://en.wikipe"
2025-12-13T16:05:07.697570,Will Kanye visit Israel by December 31?,Will Kanye visit Israel by December 31?,1738,"As of December 13, 2025, there is no confirmed information indicating that Kanye West plans to visit Israel by December 31, 2025. A prediction market on Polymarket, created on November 6, 2025, sugges"
2025-12-13T16:05:16.205332,FC Metz vs. Paris Saint-Germain FC: O/U 3.5,FC Metz vs. Paris Saint-Germain FC: O/U 3.5,3686,"The upcoming Ligue 1 match between FC Metz and Paris Saint-Germain (PSG) on December 13, 2025, has generated significant interest, particularly concerning the over/under (O/U) 3.5 goals market. Here's"
2025-12-13T16:10:38.567274,Will Nicolás Maduro be the next leader out in 2025?,Will Nicolás Maduro be the next leader out in 2025?,3621,"As of December 13, 2025, there is no definitive evidence indicating that Nicolás Maduro will be ousted from power within the year. Despite facing significant international pressure and internal challe"
2025-12-13T16:10:55.426567,Will no listed leader be out in 2025?,Will no listed leader be out in 2025?,2437,"As of December 13, 2025, there is no specific information available regarding a prediction market titled ""Will no listed leader be out in 2025?"" Without further context, it's challenging to provide pr"
2025-12-13T16:11:02.553601,Dota 2: Passion UA vs Team Nemesis - Game 2 Winner,Dota 2: Passion UA vs Team Nemesis - Game 2 Winner,2452,"As of December 13, 2025, the Dota 2 match between Passion UA and Team Nemesis in the ESL Dota2 2025 DreamLeague Season 27 Main Event is scheduled to take place at 14:30. ([strafe.com](https://www.stra"
2025-12-13T16:16:24.877092,Dota 2: Passion UA vs Team Nemesis - Game 2 Winner,Dota 2: Passion UA vs Team Nemesis - Game 2 Winner,2016,"As of December 13, 2025, the Dota 2 match between Passion UA and Team Nemesis is scheduled to take place at 14:30 in a Best of 3 format during the ESL Dota2 2025 DreamLeague Season 27 Main Event Group"
2025-12-13T16:16:31.706681,Northern Illinois Huskies vs. Elon Phoenix: O/U 158.5,Northern Illinois Huskies vs. Elon Phoenix: O/U 158.5,2730,"The Northern Illinois Huskies (3-6) are set to face the Elon Phoenix (5-4) today, December 13, 2025, at 1 p.m. EST in Elon, North Carolina. The over/under for the game is set at 159.5 points. ([espn.c"
2025-12-13T16:16:38.975328,"Israel and Indonesia normalize relations by June 30, 2026?","Israel and Indonesia normalize relations by June 30, 2026?",3017,"As of December 13, 2025, Indonesia and Israel have no formal diplomatic relations. Indonesia has consistently maintained this stance, emphasizing its support for Palestinian independence and a two-sta"
2025-12-13T16:22:02.480337,"Israel and Indonesia normalize relations by June 30, 2026?","Israel and Indonesia normalize relations by June 30, 2026?",3582,"As of December 13, 2025, Indonesia and Israel have no formal diplomatic relations, and Indonesia has consistently maintained that it will not establish such ties until Israel recognizes an independent"
2025-12-13T16:22:07.540061,Will Barack Obama be named in newly released Epstein files?,Will Barack Obama be named in newly released Epstein files?,1907,"As of December 13, 2025, there is no evidence to suggest that former President Barack Obama is named in the newly released Epstein files. The Epstein Files Transparency Act, signed into law on Novembe"
2025-12-13T16:22:14.380094,Will Burnley FC win on 2025-12-13?,Will Burnley FC win on 2025-12-13?,2081,"Burnley FC is set to face Fulham FC on Saturday, December 13, 2025, at Turf Moor. 

**Recent Form:**

- **Burnley FC:** Burnley has been struggling in recent matches, losing their last five Premier Le"
2025-12-13T16:27:39.240653,Burnley FC vs. Fulham FC: Both Teams to Score,Burnley FC vs. Fulham FC: Both Teams to Score,2974,"
## EPL Schedule
- Fulham FC @ Burnley FC on Saturday, Dec 13, 2025 at 09:30 AM PST


The upcoming Premier League match between Burnley FC and Fulham FC is scheduled for Saturday, December 13, 2025, a"
2025-12-13T16:27:46.005058,Will SpaceX's market cap be greater than $1T at market close on IPO day?,Will SpaceX's market cap be greater than $1T at market close on IPO day?,3005,"SpaceX is reportedly planning an initial public offering (IPO) in mid-to-late 2026, aiming to raise over $25 billion and potentially achieving a valuation exceeding $1 trillion. ([reuters.com](https:/"
2025-12-13T16:27:53.279571,Massachusetts Minutemen vs. Florida State Seminoles,Massachusetts Minutemen vs. Florida State Seminoles,2831,"The Massachusetts Minutemen are set to face the Florida State Seminoles today, December 13, 2025, at 12:00 p.m. ET, as part of the Orange Bowl Basketball Classic at the Amerant Bank Arena in Sunrise, "
2025-12-13T16:33:33.757392,Leicester City FC vs. Ipswich Town FC: Both Teams to Score,Leicester City FC vs. Ipswich Town FC: Both Teams to Score,2048,"The upcoming match between Leicester City FC and Ipswich Town FC on December 13, 2025, has generated significant interest, particularly regarding the ""Both Teams to Score"" (BTTS) market. Here's a conc"
2025-12-13T16:33:40.682694,Burnley FC vs. Fulham FC: O/U 1.5,Burnley FC vs. Fulham FC: O/U 1.5,2390,"
## EPL Schedule
- Fulham FC @ Burnley FC on Saturday, Dec 13, 2025 at 09:30 AM PST


The upcoming Premier League match between Burnley FC and Fulham FC is scheduled for Saturday, December 13, 2025, a"
2025-12-13T16:33:45.450913,Will the highest temperature in New York City be between 42-43°F on December 13?,Will the highest temperature in New York City be between 42-43°F on December 13?,1126,"On December 13, 2025, New York City is expected to experience temperatures that may not reach the 42-43°F range. The National Weather Service has issued a Winter Weather Advisory for the area, forecas"
